x,y,z,rot_0,rot_1,rot_2,rot_3,scale_0,scale_1,scale_2,opacity,f_dc_0,f_dc_1,f_dc_2
-1.0228744745254517,0.042394958436489105,-0.5929688215255737,-0.0013686344027519226,0.9186943173408508,0.39391571283340454,0.02879701927304268,-2.927818536758423,-3.977524757385254,-5.457633018493652,-0.7777420878410339,1.559170126914978,1.1072325706481934,0.2225308120250702
-0.9966602325439453,-0.0256617721170187,-0.5930536389350891,0.9763379693031311,0.033377353101968765,-0.021258367225527763,-0.21259860694408417,-3.1886096000671387,-4.832405090332031,-6.297070026397705,-0.8568479418754578,1.7274447679519653,1.0651689767837524,-0.02394820563495159
-0.9951345324516296,0.04872952401638031,-0.5934246778488159,0.042571790516376495,0.8230279684066772,0.5642792582511902,0.049005523324012756,-3.1931657791137695,-3.618690013885498,-6.00980806350708,-2.523505687713623,-1.162969708442688,-1.2465821504592896,-1.7042300701141357
-0.9700677990913391,0.025585224851965904,-0.5604782104492188,0.2263633906841278,0.7753287553787231,0.5829371213912964,0.0883699283003807,-1.7152665853500366,-3.0109920501708984,-7.403549671173096,-0.9597879648208618,-0.12475334107875824,-0.12587499618530273,-0.8195528984069824
-1.0887336730957031,0.06910013407468796,-0.5953989624977112,0.9919793009757996,-0.02369832992553711,-0.007014833390712738,-0.12396048754453659,-2.7576801776885986,-4.085151195526123,-6.6914286613464355,-0.6478707194328308,0.8638450503349304,0.9030546545982361,-0.4542226493358612
-1.074957251548767,0.10284136235713959,-0.5901225209236145,0.980267345905304,0.01338394358754158,-0.028705403208732605,0.19512252509593964,-3.673583507537842,-4.356198787689209,-6.632865905761719,-0.3813692033290863,1.3129483461380005,0.9184378981590271,0.09301912784576416
-0.990490734577179,0.11934622377157211,-0.5937396287918091,0.9538471102714539,-0.27731087803840637,0.04667346179485321,-0.10533708333969116,-3.3846278190612793,-4.623973369598389,-5.839848041534424,0.08500870317220688,-0.9944804310798645,-1.172448754310608,-1.4685111045837402
-0.9588295221328735,0.03358291834592819,-0.585462749004364,0.007317845709621906,0.682598352432251,0.7194037437438965,0.12831278145313263,-3.061246395111084,-3.58158802986145,-5.70939826965332,-2.2587318420410156,1.1342209577560425,0.3878326416015625,-0.1586277037858963
-1.00736403465271,0.15603633224964142,-0.5893014073371887,0.6328040361404419,0.6767054200172424,-0.23557621240615845,-0.29348376393318176,-3.1021740436553955,-4.091994762420654,-5.745552062988281,-0.6847947835922241,0.6838224530220032,0.6075468063354492,0.024910153821110725
-0.9164696335792542,-0.036976467818021774,-0.5939717888832092,-0.013974952511489391,0.41582828760147095,0.9081199169158936,-0.04700767621397972,-3.0177290439605713,-3.597250461578369,-5.261064052581787,-2.0668704509735107,0.24449586868286133,0.12963826954364777,-0.7877299785614014
-0.7465345859527588,-0.023402536287903786,-0.5759154558181763,0.9504159092903137,-0.0030645171646028757,-0.056394852697849274,0.3058101534843445,-2.773465394973755,-3.0524022579193115,-4.880821704864502,-0.7128680944442749,-0.9638689756393433,-1.0114128589630127,-1.748709797859192
-0.8935927152633667,-0.005659685004502535,-0.592609167098999,0.9795878529548645,-0.02381429448723793,0.0023377370089292526,-0.19958706200122833,-2.840297222137451,-4.359299182891846,-7.347315311431885,-2.4111225605010986,1.671057939529419,1.3435214757919312,0.2571795582771301
-0.7789442539215088,0.0031080134212970734,-0.5894168019294739,0.988612711429596,0.03584231808781624,-0.020487286150455475,-0.14470836520195007,-2.9352049827575684,-4.541482925415039,-7.794787883758545,-1.2692559957504272,1.5095008611679077,0.9972690939903259,0.3622644245624542
-0.8542582988739014,0.10658013820648193,-0.5873199701309204,0.08118242025375366,0.8875531554222107,0.4505730867385864,0.05140688642859459,-3.147123336791992,-3.322920322418213,-5.485732555389404,-1.0257978439331055,1.42960786819458,1.0684800148010254,-0.05861152708530426
-0.9110515117645264,0.08835189044475555,-0.5907411575317383,0.9909855127334595,0.040510669350624084,-0.01577366329729557,-0.1267191618680954,-2.963181734085083,-3.637286901473999,-5.843995094299316,-2.596252202987671,1.7724539041519165,1.6513735055923462,0.9527093768119812
-0.9215225577354431,0.15008379518985748,-0.5947864651679993,0.9968428611755371,-0.05743984505534172,-0.04875309392809868,-0.025061143562197685,-3.8119940757751465,-4.50469446182251,-6.029556751251221,-0.627575159072876,1.2419158220291138,1.0287420749664307,0.5108956098556519
-1.08586847782135,0.14130790531635284,-0.590116560459137,0.08225386589765549,0.9957860112190247,0.02004506066441536,-0.03525165840983391,-3.5886831283569336,-5.396786212921143,-12.111845016479492,-0.38915154337882996,1.480520248413086,1.2580946683883667,0.1459667682647705
-1.0247087478637695,0.17565064132213593,-0.5950378775596619,0.9780735373497009,-0.08619149774312973,0.004485053010284901,0.18953371047973633,-3.0737216472625732,-4.052817344665527,-5.168740272521973,-1.97980535030365,-1.2604858875274658,-1.2717268466949463,-1.6781907081604004
-1.0521820783615112,0.16348426043987274,-0.5938699841499329,0.8378434181213379,0.5195783376693726,-0.0602458119392395,-0.1562921404838562,-3.183520793914795,-5.532840728759766,-6.651524543762207,-1.1789087057113647,0.9105547070503235,0.7327445149421692,-0.2293764054775238
-1.0770612955093384,0.18912163376808167,-0.5923029780387878,0.9853044748306274,0.09416230767965317,-0.06237051635980606,0.12813447415828705,-4.2146148681640625,-5.350284576416016,-6.861606597900391,-0.2947125732898712,0.6528276801109314,0.5942777991294861,-0.2117360532283783
-1.0308637619018555,0.19363148510456085,-0.5958601236343384,-0.03323015198111534,0.3825179934501648,0.9233415126800537,0.004031716380268335,-3.5594279766082764,-4.00817346572876,-6.358750343322754,-1.3655717372894287,1.67106294631958,1.4918036460876465,0.607296347618103
-1.0471910238265991,0.20910705626010895,-0.5937501192092896,0.9735423922538757,-0.056712161749601364,0.06543128192424774,0.21146565675735474,-4.534067630767822,-4.891637802124023,-6.524035930633545,-0.2315659075975418,-1.3878098726272583,-1.4739540815353394,-1.4850069284439087
-0.9888336658477783,0.22054632008075714,-0.5948668718338013,-0.01686783879995346,0.8752373456954956,0.48282626271247864,0.02353408746421337,-3.782616376876831,-4.2517313957214355,-5.882960796356201,-1.2002958059310913,1.6166439056396484,1.1846494674682617,-0.07468652725219727
-0.966291069984436,0.2049008309841156,-0.5917215347290039,0.9319740533828735,-0.18031258881092072,0.16741029918193817,-0.2662433683872223,-3.3139946460723877,-3.5616674423217773,-5.425915718078613,-1.5228698253631592,-1.1586785316467285,-0.9939643740653992,-1.1606018543243408
-1.0846343040466309,0.22755825519561768,-0.5861959457397461,-0.0008150517824105918,0.5287297964096069,0.8212559223175049,0.21443608403205872,-3.990658760070801,-5.309659957885742,-6.902376651763916,0.03175537288188934,1.1379574537277222,0.8036080598831177,0.0892571434378624
-1.0687459707260132,0.22684697806835175,-0.5898274779319763,0.9836636781692505,0.14258922636508942,0.0680685043334961,0.0862596333026886,-3.5702216625213623,-5.512986183166504,-6.9706597328186035,-0.03970268741250038,1.5089664459228516,1.0662745237350464,0.4824073612689972
-1.0632432699203491,0.24766840040683746,-0.5870029330253601,0.029493384063243866,0.786601185798645,0.6167142391204834,-0.0072266836650669575,-4.120521545410156,-4.867462158203125,-6.029444694519043,-0.13322168588638306,0.9328282475471497,0.7347626686096191,0.20274776220321655
-1.0905110836029053,0.256130576133728,-0.5843026041984558,0.9657665491104126,0.02191370539367199,0.04466547444462776,0.2545972466468811,-4.399224758148193,-4.822670936584473,-7.171967029571533,-0.2773493230342865,1.2377716302871704,0.903674840927124,0.2571795582771301
-1.0368123054504395,0.32721492648124695,-0.5975907444953918,0.9809442162513733,-0.08061058074235916,0.052311237901449203,0.1688607782125473,-3.1702992916107178,-3.9771244525909424,-5.576959133148193,-0.6668654084205627,-1.0075234174728394,-1.0773680210113525,-1.3858156204223633
-1.0429075956344604,0.2619563937187195,-0.5919114351272583,-0.048654574900865555,0.6052219271659851,0.7870569825172424,-0.10899753123521805,-4.16378116607666,-4.843086242675781,-6.51991081237793,1.633288860321045,0.3782951831817627,0.22853896021842957,-0.36332574486732483
-1.0281362533569336,0.38851237297058105,-0.5625988245010376,-0.32729262113571167,0.7670965194702148,0.5412371754646301,-0.10726065188646317,-2.8193328380584717,-3.2792000770568848,-3.6138699054718018,1.7322654724121094,-0.09689280390739441,-0.11548490822315216,-1.041488528251648
-1.096020221710205,0.2576090693473816,-0.5651168823242188,0.5483498573303223,0.4597528874874115,0.4022226631641388,0.5711012482643127,-4.232714653015137,-4.853951454162598,-6.089732646942139,-1.289164423942566,-0.11626001447439194,-0.16272585093975067,-0.7302154898643494
-1.0783137083053589,0.2502034604549408,-0.5657322406768799,0.36841437220573425,0.8560413122177124,0.36011987924575806,0.042163748294115067,-7.7379937171936035,-5.7500834465026855,-5.1946306228637695,-1.773577094078064,1.7724539041519165,1.7724539041519165,1.7724539041519165
-0.9741990566253662,0.3113254904747009,-0.5979195237159729,0.7755029201507568,-0.5661001205444336,0.09746046364307404,-0.261968195438385,-4.265125274658203,-5.4582295417785645,-7.6563239097595215,0.95225590467453,0.28498274087905884,0.3266875445842743,-0.32668760418891907
-1.029207468032837,0.2628493905067444,-0.5810130834579468,-0.2135835736989975,0.8603058457374573,0.23017258942127228,-0.4015924036502838,-3.7351293563842773,-4.797717094421387,-8.887170791625977,1.2909841537475586,-0.6603260040283203,-0.813243567943573,-1.1746851205825806
-0.9157545566558838,0.23247189819812775,-0.5926187634468079,-0.016434891149401665,0.7182286381721497,0.6953513622283936,0.019079525023698807,-3.3992955684661865,-4.132275104522705,-7.641692638397217,-2.0683233737945557,1.7724539041519165,1.7724539041519165,0.7325712442398071
-0.8873679041862488,0.23324573040008545,-0.5920361876487732,0.972399890422821,-0.07337057590484619,0.03176044672727585,-0.21919496357440948,-3.4982964992523193,-4.5073161125183105,-5.234555721282959,-1.3189893960952759,1.4547396898269653,1.4500614404678345,0.30029618740081787
-0.8204757571220398,0.24438565969467163,-0.59782475233078,0.9945976138114929,-0.07129883766174316,-0.010849439539015293,-0.07466191053390503,-3.453862428665161,-4.800947666168213,-6.064755439758301,-0.8996307253837585,0.9321499466896057,0.7006272077560425,0.14555326104164124
-0.901872456073761,0.26610469818115234,-0.5922037363052368,0.9643695950508118,-0.05361020192503929,0.046040840446949005,0.25494611263275146,-3.1187238693237305,-3.658859968185425,-4.74362850189209,-1.2851022481918335,-1.6769158840179443,-1.4028950929641724,-1.677908182144165
-0.9634827971458435,0.3069233298301697,-0.5958585739135742,0.9966179728507996,-0.0017759492620825768,-0.06619375199079514,-0.04866112023591995,-3.410280227661133,-3.8370449542999268,-6.091498374938965,-2.086031198501587,-1.2439543008804321,-1.229552149772644,-1.579572081565857
-0.9066809415817261,0.2957208454608917,-0.5893081426620483,0.11057215929031372,0.9017179608345032,0.4131740629673004,0.06297407299280167,-4.295046806335449,-4.913947582244873,-6.391258239746094,-1.4854435920715332,1.3690242767333984,1.0046443939208984,0.41919514536857605
-0.8544309139251709,0.26512765884399414,-0.5955383777618408,0.9951698780059814,0.030430972576141357,0.05343502387404442,-0.07652167975902557,-3.601956844329834,-5.244542598724365,-8.292166709899902,-1.6494377851486206,0.9040512442588806,0.8345432281494141,0.1670183688402176
-0.8313661217689514,0.23123455047607422,-0.5951018333435059,-0.5135682821273804,0.8580347895622253,-0.0034560449421405792,0.0034560449421405792,-3.9722328186035156,-6.702450275421143,-6.33190393447876,-0.7286538481712341,-0.7298339605331421,-0.8410467505455017,-0.9522595405578613
-0.8721097111701965,0.2532333731651306,-0.5802667737007141,0.21982525289058685,0.4746708869934082,0.8514489531517029,0.0374041348695755,-3.544494152069092,-4.54793119430542,-5.535398006439209,-1.028743863105774,0.16698357462882996,0.2253045290708542,-0.40026742219924927
-0.8244543671607971,0.2932630479335785,-0.5956329107284546,0.9960653185844421,0.0826912671327591,-0.005613313522189856,0.03137792646884918,-3.486438035964966,-4.855193138122559,-5.873991966247559,0.1517004370689392,1.0699049234390259,0.95206218957901,-0.014460805803537369
-0.8910584449768066,0.2793985605239868,-0.5712499618530273,0.9621601104736328,-0.12328054010868073,-0.2219041883945465,-0.09903715550899506,-2.9522507190704346,-3.6690096855163574,-7.060561656951904,-1.4297164678573608,0.4830225110054016,0.2889944612979889,-0.58487468957901
-0.7954851388931274,-0.02200200781226158,-0.5834670066833496,0.9428542256355286,-0.08435647934675217,-0.07942608743906021,0.3124122619628906,-2.9532549381256104,-3.8763537406921387,-5.050823211669922,-0.9986046552658081,-0.3785703480243683,-0.41009721159935,-1.7181715965270996
-0.7891101241111755,0.0014571216888725758,-0.5889500975608826,0.9658032655715942,0.03933924064040184,0.004120626486837864,0.2562410235404968,-3.650705575942993,-4.1920623779296875,-7.310061931610107,-1.1593066453933716,1.7724539041519165,1.3715280294418335,0.13770955801010132
-0.8085581660270691,0.04648414999246597,-0.5792198777198792,0.12491612136363983,0.8134461641311646,0.5634110569953918,0.07258982956409454,-2.9168241024017334,-3.2368452548980713,-5.016540050506592,-1.1202738285064697,0.724353015422821,0.4252632260322571,-1.6757011413574219
-0.7351154685020447,0.020684098824858665,-0.5776144862174988,-0.028769128024578094,0.7531173229217529,0.6571361422538757,-0.012599409557878971,-2.1490774154663086,-3.690098524093628,-6.752144813537598,1.0367969274520874,-0.10854554921388626,-0.25148001313209534,-1.052429437637329
-0.7214036583900452,0.02554519847035408,-0.5425519347190857,0.6802792549133301,0.42620331048965454,0.2735552191734314,0.5298475027084351,-2.237414598464966,-3.904038906097412,-5.939695835113525,1.1156424283981323,-0.0798782929778099,-0.29056936502456665,-0.9128985404968262
