x,y,z,rot_0,rot_1,rot_2,rot_3,scale_0,scale_1,scale_2,opacity,f_dc_0,f_dc_1,f_dc_2
-4.392490863800049,0.18274937570095062,-3.7688212394714355,0.6779775023460388,-0.26176825165748596,-0.31371766328811646,-0.611068844795227,-1.6816027164459229,-2.2876431941986084,-3.04471755027771,16.11809539794922,0.9171834588050842,0.5202536582946777,0.6252988576889038
-4.020615100860596,0.136965811252594,-3.7041969299316406,0.7693812251091003,0.32753607630729675,0.43082332611083984,0.3393581211566925,-2.1624410152435303,-2.5302045345306396,-3.0494930744171143,16.11809539794922,1.258753776550293,0.701690673828125,0.7370812296867371
-4.186389446258545,0.3395254611968994,-3.8461203575134277,0.7631936073303223,-0.4372369050979614,-0.26403531432151794,-0.3957836627960205,-2.0517654418945312,-2.6522114276885986,-5.07236909866333,0.717516303062439,0.7777843475341797,0.2794815003871918,0.3878593146800995
-4.378781318664551,0.12815071642398834,-3.5854556560516357,-0.4893619418144226,0.16971710324287415,0.44412481784820557,0.7310773730278015,-2.0169875621795654,-2.7376341819763184,-4.623523235321045,1.3927080631256104,0.37170669436454773,0.11517996340990067,0.2738824486732483
-4.173745632171631,0.05912459269165993,-3.4209747314453125,-0.3708597719669342,0.17859327793121338,0.4770967960357666,0.7764960527420044,-1.9370650053024292,-2.519636631011963,-4.857487678527832,16.11809539794922,0.8720974326133728,0.44224587082862854,0.5604994297027588
-3.826183319091797,0.06357087194919586,-3.773754596710205,0.6558534502983093,0.29048940539360046,-0.6832028031349182,0.13677015900611877,-1.9909560680389404,-2.540350914001465,-4.94032096862793,0.8463599681854248,0.897392988204956,0.40302810072898865,0.42955282330513
-3.39512038230896,0.1045234277844429,-3.9788119792938232,0.903762936592102,-0.25106939673423767,-0.17381271719932556,-0.2999430000782013,-2.354144811630249,-2.7100095748901367,-4.847550392150879,0.536777913570404,-0.4344874918460846,-0.8802245259284973,-0.9520059823989868
-3.575408458709717,0.07391093671321869,-3.8867337703704834,0.5750986337661743,0.778374433517456,-0.015613947063684464,-0.2512985169887543,-1.959179401397705,-2.705134630203247,-3.787471294403076,0.2132275253534317,-0.18165257573127747,-0.6251252889633179,-0.6758603453636169
-3.6402742862701416,0.12391971051692963,-3.9614500999450684,0.48221853375434875,0.810434103012085,-0.3302907645702362,0.039621639996767044,-1.7042397260665894,-3.4453368186950684,-3.9397549629211426,1.676395297050476,1.7724539041519165,1.6395128965377808,1.6230701208114624
-3.6054327487945557,0.1461472362279892,-3.8867878913879395,0.7232955694198608,0.5462323427200317,-0.41408872604370117,-0.0836915522813797,-2.0770742893218994,-2.9818062782287598,-3.5635719299316406,0.12418650835752487,1.5888384580612183,1.034909963607788,1.0237928628921509
